,rank,movie_name,movie_url,movie_year,genre,director_name,rating,cast_and_crew
85,86.0,Arrested Development,https://www.imdb.com/title/tt0367279/,2003–2019,Comedy,Mitchell Hurwitz,8.7,"['Jason Bateman' 'Michael Cera' 'Portia de Rossi' 'Will Arnett'
 'Alia Shawkat' 'Tony Hale' 'David Cross' 'Jeffrey Tambor'
 'Jessica Walter' 'Ron Howard' 'Henry Winkler' 'John Beard'
 'Liza Minnelli' 'Mae Whitman' 'Justin Grant Wade' 'Ed Begley Jr.'
 'Isla Fisher' 'Maria Bamford']"
86,87.0,The Boys,https://www.imdb.com/title/tt1190634/,2019– ,Action,Eric Kripke,8.7,"['Karl Urban' 'Jack Quaid' 'Antony Starr' 'Erin Moriarty'
 'Jessie T. Usher' 'Laz Alonso' 'Chace Crawford' 'Tomer Capone'
 'Karen Fukuhara' 'Nathan Mitchell' 'Dominique McElligott' 'Colby Minifie'
 'Claudia Doumit' 'Nneka Elliott' 'Laila Robins' 'Aya Cash' 'Katy Breier'
 'Cameron Crovetti']"
87,88.0,One Punch Man: Wanpanman,https://www.imdb.com/title/tt4508902/,2015–2019,Animation,Makoto Furukawa,8.7,"['Makoto Furukawa' 'Kaito Ishikawa' 'Max Mittelman' 'Zach Aguilar'
 'Hiromichi Tezuka' 'Robbie Daymond' 'Kyle Hebert' 'Shota Yamamoto'
 'Yoji Ueda' 'Sean Chiplock' 'Yoshiaki Hasegawa' 'Kirk Thornton'
 ""Shin'ya Hamazoe"" 'Bill Rogers' 'Hikaru Midorikawa' 'Ben Lepley'
 'Ben Pronsky' 'Koichi Soma']"
88,89.0,The Simpsons,https://www.imdb.com/title/tt0096697/,1989– ,Animation,James L. Brooks,8.7,"['Dan Castellaneta' 'Nancy Cartwright' 'Harry Shearer' 'Julie Kavner'
 'Yeardley Smith' 'Hank Azaria' 'Pamela Hayden' 'Tress MacNeille'
 'Maggie Roswell' 'Chris Edgerly' 'Karl Wiedergott' 'Russi Taylor'
 'Marcia Wallace' 'Kevin Michael Richardson' 'Phil Hartman' 'Joe Mantegna'
 'Alex Desert' 'Maurice LaMarche']"
89,90.0,Fleabag,https://www.imdb.com/title/tt5687612/,2016–2019,Comedy,Phoebe Waller-Bridge,8.7,"['Phoebe Waller-Bridge' 'Sian Clifford' 'Olivia Colman' 'Jenny Rainsford'
 'Bill Paterson' 'Brett Gelman' 'Andrew Scott' 'Hugh Skinner'
 'Ben Aldridge' 'Hugh Dennis' 'Jamie Demetriou' 'Kae Alexander'
 'Anthony Welsh' 'Ray Fearon' 'Christian Hillborg' 'David Hargreaves'
 'Angus Imrie' 'Christopher Colquhoun']"
90,91.0,The Shield,https://www.imdb.com/title/tt0286486/,2002–2008,Crime,Shawn Ryan,8.7,"['Michael Chiklis' 'Walton Goggins' 'Michael Jace' 'Jay Karnes'
 'CCH Pounder' 'Benito Martinez' 'Catherine Dent' 'Cathy Cahlin Ryan'
 'David Rees Snell' 'Kenny Johnson' 'David Marciano' 'Autumn Chiklis'
 'Paula Garces' 'Michele Hicks' 'Melanie Myers' 'Joel Rosenthal'
 'Matt Corboy' 'Chaney Kley']"
91,92.0,House M.D.,https://www.imdb.com/title/tt0412142/,2004–2012,Drama,David Shore,8.7,"['Hugh Laurie' 'Omar Epps' 'Robert Sean Leonard' 'Jesse Spencer'
 'Lisa Edelstein' 'Bobbin Bergstrom' 'Jennifer Morrison' 'Peter Jacobson'
 'Olivia Wilde' 'Kal Penn' 'Odette Annable' 'Charlyne Yi' 'Anne Dudek'
 'Jennifer Crystal Foley' 'Amber Tamblyn' 'Liz Benoit'
 'Stephanie Venditto' 'Sela Ward']"
92,93.0,Battlestar Galactica,https://www.imdb.com/title/tt0407362/,2004–2009,Action,Glen A. Larson,8.7,"['Edward James Olmos' 'Mary McDonnell' 'Jamie Bamber' 'James Callis'
 'Tricia Helfer' 'Grace Park' 'Katee Sackhoff' 'Michael Hogan'
 'Aaron Douglas' 'Tahmoh Penikett' 'Alessandro Juliani' 'Kandyse McClure'
 'Bodie Olmos' 'Donnelly Rhodes' 'Michael Trucco' 'Nicki Clyne'
 'Leah Cairns' 'Rekha Sharma']"
93,94.0,Downton Abbey,https://www.imdb.com/title/tt1606375/,2010–2015,Drama,Julian Fellowes,8.7,"['Hugh Bonneville' 'Phyllis Logan' 'Elizabeth McGovern' 'Brendan Coyle'
 'Laura Carmichael' 'Jim Carter' 'Michelle Dockery' 'Joanne Froggatt'
 'Robert James-Collier' 'Sophie McShera' 'Lesley Nicol' 'Maggie Smith'
 'Penelope Wilton' 'Kevin Doyle' 'Allen Leech' 'David Robb'
 'Siobhan Finneran' 'Dan Stevens']"
94,95.0,Gullak,https://www.imdb.com/title/tt10530900/,2019– ,Comedy,Shreyansh Pandey,9.1,"['Jameel Khan' 'Geetanjali Kulkarni' 'Vaibhav Raj Gupta' 'Harsh Mayar'
 'Shivankit Singh Parihar' 'Sunita Rajwar' 'Saad Bilgrami'
 'Deepak Kumar Mishra' 'Akdas Hayat' 'Bilal Khan' 'Gaurav Sarathe'
 'Sachin Chaudhary' 'Abhishake Jha' 'Amar Singh Parihar' 'Ashwini'
 'Stuti Tiwari' 'Vishwanath Chatterjee' 'Ajay Pal']"
95,96.0,Stranger Things,https://www.imdb.com/title/tt4574334/,2016–2024,Drama,Millie Bobby Brown,8.7,"['Millie Bobby Brown' 'Finn Wolfhard' 'Winona Ryder' 'David Harbour'
 'Gaten Matarazzo' 'Caleb McLaughlin' 'Natalia Dyer' 'Charlie Heaton'
 'Joe Keery' 'Noah Schnapp' 'Cara Buono' 'Priah Ferguson' 'Sadie Sink'
 'Maya Hawke' 'Brett Gelman' 'Joe Chrest' 'Paul Reiser' 'Dacre Montgomery']"
96,97.0,Panchayat,https://www.imdb.com/title/tt12004706/,2020– ,Comedy,Jitendra Kumar,8.9,"['Jitendra Kumar' 'Raghuvir Yadav' 'Chandan Roy' 'Faisal Malik'
 'Neena Gupta' 'Sanvikaa' 'Durgesh Kumar' 'Biswapati Sarkar'
 'Subhendu Chakraborty' 'Sushil Tandon' 'Govind Lobhani' 'Mubarak Khan'
 'Kamal Rai' 'Bal Mukund Rai' 'Salim Ansari' 'Mohd. Shakir'
 'Dinesh Tiwaru' 'Kailash Karoshiya']"
97,98.0,Invincible,https://www.imdb.com/title/tt6741278/,2021– ,Animation,Robert Kirkman,8.7,"['Steven Yeun' 'J.K. Simmons' 'Sandra Oh' 'Zazie Beetz' 'Grey Griffin'
 'Kevin Michael Richardson' 'Walton Goggins' 'Gillian Jacobs'
 'Zachary Quinto' 'Andrew Rannells' 'Jason Mantzoukas' 'Khary Payton'
 'Melise' 'Ross Marquand' 'Chris Diamantopoulos' 'Max Burkholder'
 'Mark Hamill' 'Clancy Brown']"
98,99.0,Severance,https://www.imdb.com/title/tt11280740/,2022– ,Drama,Dan Erickson,8.7,"['Adam Scott' 'Zach Cherry' 'Britt Lower' 'Tramell Tillman' 'Jen Tullock'
 'Dichen Lachman' 'Michael Chernus' 'John Turturro' 'Christopher Walken'
 'Patricia Arquette' 'Gwendoline Christie' 'Robby Benson' 'Alia Shawkat'
 'Merritt Wever' 'John Noble' 'Olafur Darri Olafsson' 'Bob Balaban'
 'Stefano Carannante']"
99,100.0,Vinland Saga,https://www.imdb.com/title/tt10233448/,2019– ,Animation,Yûto Uemura,8.8,"['Yuto Uemura' 'Naoya Uchida' 'Mike Haimoto' 'Zach Aguilar'
 'Keith Silverstein' 'Ben Diskin' 'Kellen Goff' 'Ray Chase'
 'Patrick Seitz' 'Laura Megan Stahl' 'J. Michael Tatum' 'Allegra Clark'
 'Billy Kametz' 'Laura Post' 'Ryan Bartley' 'Kira Buckland'
 'Debi Derryberry' 'SungWon Cho']"
100,101.0,Mad Men,https://www.imdb.com/title/tt0804503/,2007–2015,Drama,Matthew Weiner,8.7,"['Jon Hamm' 'Elisabeth Moss' 'Vincent Kartheiser' 'January Jones'
 'Christina Hendricks' 'Aaron Staton' 'Rich Sommer' 'John Slattery'
 'Kiernan Shipka' 'Robert Morse' 'Christopher Stanley' 'Jessica Pare'
 'Jay R. Ferguson' 'Michael Gladis' 'Bryan Batt' 'Alison Brie'
 'Jared Harris' 'Kevin Rahm']"
101,102.0,Peep Show,https://www.imdb.com/title/tt0387764/,2003–2015,Comedy,Jesse Armstrong,8.7,"['David Mitchell' 'Robert Webb' 'Matt King' 'Olivia Colman'
 'Neil Fitzmaurice' 'Isy Suttie' 'Paterson Joseph' 'Sophie Winkleman'
 'Jim Howick' 'Rachel Blanchard' 'Elizabeth Marmur' 'Vera Graziadei'
 'Camilla Beeput' 'Emily Bruni' 'Paul Clayton' 'Cariad Lloyd'
 'Catherine Shepherd' 'Endy McKay']"
102,103.0,Sarabhai vs Sarabhai,https://www.imdb.com/title/tt1518542/,2004–2017,Comedy,Satish Shah,9.0,"['Satish Shah' 'Ratna Pathak Shah' 'Sumeet Raghavan' 'Rupali Ganguly'
 'Rajesh Kumar' 'Ghanshyam Nayak' 'Deven Bhojani' 'Arvind Vaidya'
 'Shilpa Mehta' 'Rita Bhaduri' 'Sheetal Thakkar' 'Vaibhavi Upadhyaya'
 'Aishwarya Sakhuja' 'Gurpal Singh' 'Gerald Stone' 'Aatish Kapadia'
 'Jamnadas Majethia' 'Tarla Joshi']"
