,rank,movie_name,movie_url,movie_year,genre,director_name,rating,cast_and_crew
20,21.0,Mayor of Kingstown,https://www.imdb.com/title/tt11712058/,2021– ,Crime,Hugh Dillon,8.2,"['Jeremy Renner' 'Dianne Wiest' 'Hugh Dillon' 'Tobi Bamtefa'
 'Taylor Handley' 'Emma Laird' 'Derek Webster' 'Hamish Allan-Headley'
 'Aidan Gillen' 'Nichole Galicia' ""Pha'rez Lass"" 'James Jordan'
 'Nishi Munshi' 'Michael Beach' 'Necar Zadegan' 'Ryan Rosery'
 'George Tchortov' 'Jose Pablo Cantillo']"
21,22.0,Outer Banks,https://www.imdb.com/title/tt10293938/,2020– ,Action,Shannon Burke,7.6,"['Chase Stokes' 'Madelyn Cline' 'Madison Bailey' 'J.D.' 'Rudy Pankow'
 'Austin North' 'Charles Esten' 'Drew Starkey' 'Caroline Arapoglou'
 'Julia Antonelli' 'Cullen Moss' 'Deion Smith' 'Carlacia Grant'
 'Charles Halford' 'Marland Burke' 'E. Roger Mitchell'
 'Elizabeth Mitchell' 'Samantha Soule']"
22,23.0,Better Call Saul,https://www.imdb.com/title/tt3032476/,2015–2022,Crime,Vince Gilligan,8.9,"['Bob Odenkirk' 'Rhea Seehorn' 'Jonathan Banks' 'Patrick Fabian'
 'Michael Mando' 'Giancarlo Esposito' 'Michael McKean' 'Tony Dalton'
 'Mark Margolis' 'Kerry Condon' 'Ray Campbell' 'Jeremiah Bitsui'
 'Cara Pifko' 'Dennis Boutsikaris' 'Ed Begley Jr.' 'Josh Fadem'
 'Tina Parker' 'Julian Bonfiglio']"
23,24.0,The Rookie,https://www.imdb.com/title/tt7587890/,2018– ,Action,Alexi Hawley,8.0,"['Nathan Fillion' 'Alyssa Diaz' 'Richard T. Jones' ""Melissa O'Neil""
 'Eric Winter' 'Mekia Cox' 'Shawn Ashmore' 'Titus Makin Jr.' 'Brent Huff'
 'Jenna Dewan' 'Tru Valentino' 'Jan M. Janssen' 'Afton Williamson'
 'Dylan Conrique' 'Mercedes Mason' 'Arjay Smith' 'Ali Larter'
 'Lisseth Chavez']"
24,25.0,That '70s Show,https://www.imdb.com/title/tt0165598/,1998–2006,Comedy,Mark Brazill,8.1,"['Topher Grace' 'Laura Prepon' 'Mila Kunis' 'Danny Masterson'
 'Wilmer Valderrama' 'Debra Jo Rupp' 'Kurtwood Smith' 'Don Stark'
 'Ashton Kutcher' 'Tanya Roberts' 'Tommy Chong' 'Lisa Robin Kelly'
 'Josh Meyers' 'Mo Gaffney' 'Tim Reid' 'Shannon Elizabeth' 'Allison Munn'
 'Jud Tylor']"
25,26.0,Extraordinary,https://www.imdb.com/title/tt14531842/,2023– ,Action,Emma Moran,7.9,"['Mairead Tyers' 'Sofia Oxenham' 'Bilal Hasna' 'Luke Rollason'
 'Shaun Mason' 'Darcey Porter-Cassidy' 'Siobhan McSweeney' 'Sam Haygarth'
 'Chris Lew Kum Hoi' 'Abraham Popoola' 'Ned Porteous' ""Ardal O'Hanlon""
 'Robbie Gee' 'Safia Oakley-Green' 'Eros Vlahos' 'Olivia Marcus'
 'Joshua Leese' 'Jane Shakespeare']"
26,27.0,Wolf Pack,https://www.imdb.com/title/tt15487922/,2023– ,Drama,Sarah Michelle Gellar,6.0,"['Sarah Michelle Gellar' 'Rodrigo Santoro' 'Armani Jackson'
 'Bella Shepard' 'Chloe Rose Robertson' 'Tyler Lawrence Gray' 'Lanny Joon'
 'James Martinez' 'Amy Pietz' 'Rio Mangini' 'Sean Philip Glasgow'
 'Hollie Bahar' 'Bailey Stender' 'Stella Smith' 'Nevada Jose'
 'John L. Adams' 'Holly Firfer' 'Chase Liefeld']"
27,28.0,The Snow Girl,https://www.imdb.com/title/tt15787870/,2023,Crime,Marco Cáceres,6.9,"['Marco Caceres' 'Milena Smit' 'Jose Coronado' 'Loreto Mauleon'
 'Cecilia Freire' 'Aixa Villagran' 'Julian Villagran' 'Raul Prieto'
 'Tristan Ulloa' 'Mario del Cubo' 'Jessica Sherman' 'Cristian Lopez'
 'Eva Marciel' 'Alejandro Vergara' 'Jorge Porras' 'Amada Santos'
 'Mia Zafra' 'Alberto de Arquer']"
28,29.0,Accused,https://www.imdb.com/title/tt7949212/,2023– ,Crime,Howard Gordon,7.3,"['Neil Whitely' 'Stephanie Nogueras' 'Jean-Michel Le Gal' 'Beatriz Yuste'
 'Farrah Aviva' 'Rachel Bilson' 'Megan Boone' 'Michael Chiklis'
 'Reid Miller' 'Jill Hennessy' 'Shawn Doyle' 'Robert Wisdom'
 'August Maturo' 'Josh Castille' 'Aaron Ashmore' 'Jack Davenport'
 'Evan Marsh' 'Oakes Fegley']"
29,30.0,The Boys,https://www.imdb.com/title/tt1190634/,2019– ,Action,Eric Kripke,8.7,"['Karl Urban' 'Jack Quaid' 'Antony Starr' 'Erin Moriarty'
 'Jessie T. Usher' 'Laz Alonso' 'Chace Crawford' 'Tomer Capone'
 'Karen Fukuhara' 'Nathan Mitchell' 'Dominique McElligott' 'Colby Minifie'
 'Claudia Doumit' 'Nneka Elliott' 'Laila Robins' 'Aya Cash' 'Katy Breier'
 'Cameron Crovetti']"
30,31.0,Grey's Anatomy,https://www.imdb.com/title/tt0413573/,2005– ,Drama,Shonda Rhimes,7.6,"['Chandra Wilson' 'James Pickens Jr.' 'Ellen Pompeo' 'Justin Chambers'
 'Kevin McKidd' 'Jesse Williams' 'Bokhee An' 'Patrick Dempsey'
 'Sara Ramirez' 'Camilla Luddington' 'Jessica Capshaw' 'Sandra Oh'
 'Sarah Drew' 'Caterina Scorsone' 'Kelly McCreary' 'Kim Raver'
 'Jason George' 'Eric Dane']"
31,32.0,1883,https://www.imdb.com/title/tt13991232/,2021–2022,Drama,Taylor Sheridan,8.8,"['Sam Elliott' 'Tim McGraw' 'Faith Hill' 'Isabel May' 'LaMonica Garrett'
 'Marc Rissmann' 'Audie Rick' 'James Landry Hebert' 'Gratiela Brancusi'
 'Anna Fiamora' 'Malcolm Stephenson' 'Amanda Jaros' 'Jordan Walker Ross'
 'Stephen Austin Long' 'Konstantin Melikhov' 'Eric Nelsen' 'Noah Le Gros'
 'Josef Bette']"
32,33.0,The Office,https://www.imdb.com/title/tt0386676/,2005–2013,Comedy,Greg Daniels,9.0,"['Steve Carell' 'Jenna Fischer' 'John Krasinski' 'Rainn Wilson'
 'Leslie David Baker' 'Brian Baumgartner' 'Angela Kinsey' 'Kate Flannery'
 'Phyllis Smith' 'Creed Bratton' 'Oscar Nunez' 'B.J. Novak' 'Mindy Kaling'
 'Ed Helms' 'Paul Lieberstein' 'Craig Robinson' 'Ellie Kemper'
 'Zach Woods']"
33,34.0,Vikings: Valhalla,https://www.imdb.com/title/tt11311302/,2022– ,Action,Jeb Stuart,7.3,"['Sam Corlett' 'Leo Suter' 'Frida Gustavsson'
 'Johannes Haukur Johannesson' 'Laura Berlin' 'David Oakes'
 'Christopher Rygh' 'Taylor James' 'Kayode Akinyemi' 'James Ballanger'
 'Lujza Richter' 'Bradley Freegard' 'Stanislav Callas' 'Henessi Schmidt'
 ""Charlie O'Connor"" 'Paaru Oja' ""Gavin O'Connor"" 'Florian Munteanu']"
34,35.0,Stranger Things,https://www.imdb.com/title/tt4574334/,2016–2024,Drama,Millie Bobby Brown,8.7,"['Millie Bobby Brown' 'Finn Wolfhard' 'Winona Ryder' 'David Harbour'
 'Gaten Matarazzo' 'Caleb McLaughlin' 'Natalia Dyer' 'Charlie Heaton'
 'Joe Keery' 'Noah Schnapp' 'Cara Buono' 'Priah Ferguson' 'Sadie Sink'
 'Maya Hawke' 'Brett Gelman' 'Joe Chrest' 'Paul Reiser' 'Dacre Montgomery']"
